"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 06, 2019","16,138.79","16,621.75","17,179.20","15,887.67","0.16K","-2.91%"
"Sep 05, 2019","16,621.75","16,632.34","16,778.32","16,365.80","0.05K","-0.06%"
"Sep 04, 2019","16,632.34","16,812.94","16,942.27","16,277.11","0.09K","-1.07%"
"Sep 03, 2019","16,812.94","16,447.31","16,972.01","16,318.52","0.10K","2.22%"
"Sep 02, 2019","16,447.31","15,525.86","16,594.33","15,405.73","0.13K","5.93%"
"Sep 01, 2019","15,525.86","15,287.66","15,647.45","15,217.34","0.04K","1.56%"
"Aug 31, 2019","15,287.66","15,313.37","15,548.47","15,050.50","0.04K","-0.17%"
"Aug 30, 2019","15,313.37","15,215.04","15,400.00","14,850.97","0.10K","0.65%"
"Aug 29, 2019","15,215.04","15,464.67","15,464.67","14,790.86","0.14K","-1.61%"
"Aug 28, 2019","15,464.67","16,041.51","16,215.49","15,196.82","0.15K","-3.60%"
"Aug 27, 2019","16,041.51","16,328.32","16,328.32","15,679.94","0.10K","-1.76%"
"Aug 26, 2019","16,328.32","15,944.37","16,766.61","15,925.55","0.11K","2.41%"
"Aug 25, 2019","15,944.37","15,922.10","16,239.37","15,576.78","0.08K","0.14%"
"Aug 24, 2019","15,922.10","16,427.04","16,437.72","15,506.14","0.09K","-3.07%"
"Aug 23, 2019","16,427.04","15,991.01","16,712.93","15,800.00","0.10K","2.73%"
"Aug 22, 2019","15,991.01","15,876.27","16,131.98","15,336.04","0.09K","0.72%"
"Aug 21, 2019","15,876.27","16,729.32","16,840.56","15,422.81","0.16K","-5.10%"
"Aug 20, 2019","16,729.32","17,000.00","17,149.53","16,438.41","0.10K","-1.59%"
"Aug 19, 2019","17,000.00","16,114.45","17,054.55","16,046.74","0.14K","5.50%"
"Aug 18, 2019","16,114.45","15,953.99","16,545.09","15,684.08","0.06K","1.01%"
"Aug 17, 2019","15,953.99","16,208.63","16,433.54","15,740.46","0.07K","-1.57%"
"Aug 16, 2019","16,208.63","16,217.00","16,537.84","15,193.36","0.14K","-0.05%"
"Aug 15, 2019","16,217.00","15,629.45","16,973.85","14,769.71","0.30K","3.76%"
"Aug 14, 2019","15,629.45","16,881.94","16,910.31","15,629.45","0.15K","-7.42%"
"Aug 13, 2019","16,881.94","17,654.32","17,741.21","16,549.33","0.11K","-4.38%"
"Aug 12, 2019","17,654.32","18,000.00","18,000.00","17,474.39","0.06K","-1.92%"
"Aug 11, 2019","18,000.00","17,435.90","18,000.00","17,152.00","0.06K","3.24%"
"Aug 10, 2019","17,435.90","18,437.66","18,557.02","17,426.00","0.09K","-5.43%"
"Aug 09, 2019","18,437.66","18,498.51","18,579.24","18,041.18","0.09K","-0.33%"
"Aug 08, 2019","18,498.51","18,544.46","18,629.36","17,758.20","0.11K","-0.25%"
"Aug 07, 2019","18,544.46","17,461.89","18,645.06","17,212.19","0.18K","6.20%"
"Aug 06, 2019","17,461.89","18,041.02","18,714.16","17,092.64","0.25K","-3.21%"
"Aug 05, 2019","18,041.02","16,785.79","18,256.02","16,776.78","0.26K","7.48%"
"Aug 04, 2019","16,785.79","16,582.50","16,927.81","16,060.84","0.11K","1.23%"
"Aug 03, 2019","16,582.50","16,165.88","16,716.48","16,130.52","0.09K","2.58%"
"Aug 02, 2019","16,165.88","15,955.64","16,363.17","15,826.01","0.12K","1.32%"
"Aug 01, 2019","15,955.64","15,380.91","16,118.67","15,086.02","0.12K","3.74%"
"Jul 31, 2019","15,380.91","14,550.00","15,464.19","14,521.37","0.06K","5.71%"
"Jul 30, 2019","14,550.00","14,463.97","14,795.98","14,110.91","0.07K","0.59%"
"Jul 29, 2019","14,463.97","14,553.63","14,763.26","14,213.00","0.05K","-0.62%"
"Jul 28, 2019","14,553.63","14,474.94","14,557.67","14,017.77","0.07K","0.54%"
"Jul 27, 2019","14,474.94","14,882.83","15,605.73","14,189.32","0.12K","-2.74%"
"Jul 26, 2019","14,882.83","14,945.24","14,994.04","14,500.00","0.06K","-0.42%"
"Jul 25, 2019","14,945.24","14,710.51","15,316.04","14,584.81","0.11K","1.60%"
"Jul 24, 2019","14,710.51","14,728.63","14,851.43","14,323.64","0.10K","-0.12%"
"Jul 23, 2019","14,728.63","15,422.33","15,422.33","14,696.15","0.10K","-4.50%"
"Jul 22, 2019","15,422.33","15,614.80","15,870.18","14,928.77","0.12K","-1.23%"
"Jul 21, 2019","15,614.80","15,907.58","16,276.85","15,268.50","0.13K","-1.84%"
"Jul 20, 2019","15,907.58","15,525.16","16,355.97","15,326.81","0.07K","2.46%"
"Jul 19, 2019","15,525.16","15,775.54","15,948.72","15,005.72","0.16K","-1.59%"
"Jul 18, 2019","15,775.54","14,415.05","15,943.58","13,786.22","0.23K","9.44%"
"Jul 17, 2019","14,415.05","14,199.50","14,904.83","13,752.33","0.28K","1.52%"
"Jul 16, 2019","14,199.50","16,486.21","16,620.98","14,082.90","0.25K","-13.87%"
"Jul 15, 2019","16,486.21","15,188.89","16,874.15","14,860.71","0.23K","8.54%"
"Jul 14, 2019","15,188.89","17,085.55","17,152.12","15,141.77","0.24K","-11.10%"
"Jul 13, 2019","17,085.55","17,644.48","17,796.44","16,254.68","0.09K","-3.17%"
"Jul 12, 2019","17,644.48","17,225.77","17,842.62","16,684.43","0.15K","2.43%"
"Jul 11, 2019","17,225.77","18,247.43","18,317.69","16,834.74","0.22K","-5.60%"
"Jul 10, 2019","18,247.43","18,625.05","19,557.78","17,483.20","0.35K","-2.03%"
"Jul 09, 2019","18,625.05","18,306.46","18,970.22","18,117.34","0.26K","1.74%"
"Jul 08, 2019","18,306.46","17,230.82","18,493.79","17,089.22","0.33K","6.24%"
"Jul 07, 2019","17,230.82","16,941.11","17,420.48","16,726.83","0.09K","1.71%"
"Jul 06, 2019","16,941.11","16,661.00","17,525.54","16,628.87","0.12K","1.44%"
"Jul 05, 2019","16,699.87","16,729.47","17,189.75","15,990.95","0.18K","-0.18%"
"Jul 04, 2019","16,729.47","17,807.02","17,890.97","16,637.86","0.18K","-6.05%"
"Jul 03, 2019","17,807.02","16,282.54","17,835.35","16,158.35","0.28K","9.36%"
"Jul 02, 2019","16,282.54","15,799.76","17,549.00","14,259.61","0.40K","3.15%"
"Jul 01, 2019","15,784.74","16,044.58","16,595.13","14,841.78","0.18K","-1.62%"
"Jun 30, 2019","16,044.58","17,727.16","18,131.56","15,879.27","0.23K","-9.49%"
"Jun 29, 2019","17,727.16","18,556.39","18,600.08","17,000.00","0.14K","-4.47%"
"Jun 28, 2019","18,556.39","16,651.79","18,637.59","16,053.03","0.21K","11.44%"
"Jun 27, 2019","16,651.79","19,367.29","19,989.00","15,000.00","0.52K","-14.02%"
"Jun 26, 2019","19,367.29","17,856.32","20,755.42","17,541.00","0.50K","8.46%"
"Jun 25, 2019","17,856.32","16,672.32","17,980.55","16,650.00","0.19K","7.10%"
"Jun 24, 2019","16,672.32","16,468.57","16,767.48","15,970.07","0.14K","1.24%"
"Jun 23, 2019","16,468.57","16,114.75","17,243.79","15,937.99","0.11K","2.20%"
"Jun 22, 2019","16,114.75","15,586.31","17,059.38","15,356.96","0.30K","3.39%"
"Jun 21, 2019","15,586.31","14,485.19","15,624.78","14,485.19","0.21K","7.60%"
"Jun 20, 2019","14,485.19","14,189.74","14,665.43","14,050.00","0.14K","2.08%"
"Jun 19, 2019","14,189.74","13,905.51","14,290.00","13,814.92","0.10K","2.04%"
"Jun 18, 2019","13,905.51","14,366.37","14,458.48","13,739.39","0.17K","-3.21%"
"Jun 17, 2019","14,366.37","13,746.41","14,619.00","13,739.41","0.27K","4.55%"
"Jun 16, 2019","13,740.83","13,519.29","14,390.07","13,339.09","0.22K","0.87%"
"Jun 15, 2019","13,621.85","13,325.91","13,648.03","13,219.82","0.07K","2.22%"
"Jun 14, 2019","13,325.91","12,540.66","13,430.15","12,486.51","0.13K","6.26%"
"Jun 13, 2019","12,540.66","12,410.94","12,941.62","12,317.56","0.10K","1.05%"
"Jun 12, 2019","12,410.94","12,054.38","12,491.30","11,943.43","0.11K","2.96%"
"Jun 11, 2019","12,054.38","12,172.94","12,299.30","11,668.08","0.10K","-0.97%"
"Jun 10, 2019","12,172.94","11,605.65","12,182.56","11,456.70","0.07K","4.89%"
"Jun 09, 2019","11,605.65","12,057.58","12,057.58","11,447.41","0.03K","-3.75%"
"Jun 08, 2019","12,057.58","12,079.98","12,204.59","11,889.70","0.04K","-0.19%"
"Jun 07, 2019","12,079.98","11,792.39","12,223.63","11,719.58","0.09K","2.44%"
"Jun 06, 2019","11,792.39","11,856.17","11,998.32","11,371.15","0.11K","-0.54%"
"Jun 05, 2019","11,856.17","11,780.90","12,019.69","11,579.95","0.15K","0.64%"
"Jun 04, 2019","11,780.90","12,394.84","12,394.84","11,435.72","0.17K","-4.95%"
"Jun 03, 2019","12,394.85","13,473.41","13,530.61","12,394.40","0.16K","-8.01%"
"Jun 02, 2019","13,473.41","13,228.56","13,654.83","13,084.42","0.07K","1.85%"
"Jun 01, 2019","13,228.56","13,207.10","13,325.41","12,965.13","0.05K","0.16%"
"May 31, 2019","13,207.10","12,838.47","13,253.38","12,343.12","0.13K","2.87%"
"May 30, 2019","12,838.47","13,380.64","13,799.16","12,399.20","0.22K","-3.63%"
"May 29, 2019","13,321.81","13,425.62","13,455.86","12,894.55","0.12K","-0.77%"
"May 28, 2019","13,425.62","13,460.53","13,697.78","13,118.04","0.12K","-0.77%"
"May 27, 2019","13,530.27","13,458.65","13,732.17","13,201.65","0.17K","0.53%"
"May 26, 2019","13,458.65","12,362.11","13,630.24","12,118.74","0.15K","8.87%"
"May 25, 2019","12,362.11","12,257.13","12,477.75","12,170.92","0.05K","0.86%"
"May 24, 2019","12,257.13","12,137.94","12,490.92","11,959.66","0.06K","0.98%"
"May 23, 2019","12,137.94","11,824.07","12,372.49","11,561.88","0.14K","2.65%"
"May 22, 2019","11,824.07","12,359.59","12,454.12","11,654.54","0.11K","-4.33%"
"May 21, 2019","12,359.59","12,333.91","12,464.04","12,083.66","0.08K","0.21%"
"May 20, 2019","12,333.91","12,428.80","12,448.99","11,624.79","0.18K","-0.76%"
"May 19, 2019","12,428.80","11,241.77","12,900.68","11,207.80","0.18K","10.56%"
"May 18, 2019","11,241.77","11,309.73","11,559.24","11,120.08","0.10K","-0.60%"
"May 17, 2019","11,309.73","12,071.05","12,205.71","10,076.42","0.36K","-6.31%"
"May 16, 2019","12,071.05","12,455.88","12,925.58","11,750.26","0.26K","-3.09%"
"May 15, 2019","12,455.88","12,440.30","12,667.12","11,942.17","0.16K","0.13%"
"May 14, 2019","12,440.30","11,974.24","12,724.20","11,650.27","0.29K","3.89%"
"May 13, 2019","11,974.24","10,527.82","12,581.37","10,452.39","0.45K","13.74%"
"May 12, 2019","10,527.82","11,129.54","11,522.49","10,272.95","0.28K","-4.81%"
"May 11, 2019","11,059.77","9,750.77","11,758.40","9,703.76","0.20K","13.42%"
"May 10, 2019","9,750.77","9,371.05","9,919.34","9,312.71","0.17K","4.05%"
"May 09, 2019","9,371.05","9,025.00","9,380.60","9,018.22","0.12K","3.83%"
"May 08, 2019","9,025.00","8,802.62","9,057.28","8,664.24","0.09K","2.53%"
"May 07, 2019","8,802.62","8,642.42","8,999.99","8,642.42","0.19K","1.85%"
"May 06, 2019","8,642.42","8,693.93","8,778.16","8,461.25","0.08K","-0.79%"
"May 05, 2019","8,710.95","8,733.29","8,780.10","8,524.02","0.04K","-0.26%"
"May 04, 2019","8,733.29","8,556.16","8,850.00","8,288.01","0.18K","2.07%"
"May 03, 2019","8,556.16","8,235.19","8,768.84","8,173.66","0.15K","3.90%"
"May 02, 2019","8,235.19","8,025.46","8,298.99","7,960.73","0.16K","2.61%"
"May 01, 2019","8,025.46","7,935.62","8,095.92","7,896.67","0.07K","1.13%"
"Apr 30, 2019","7,935.62","7,762.95","7,998.43","7,716.54","0.08K","2.22%"
"Apr 29, 2019","7,762.95","7,772.99","7,841.55","7,676.14","0.08K","-0.13%"
"Apr 28, 2019","7,772.99","7,849.66","7,945.95","7,699.85","0.05K","-1.01%"
"Apr 27, 2019","7,852.60","7,743.68","7,891.09","7,672.06","0.06K","1.41%"
"Apr 26, 2019","7,743.68","7,772.65","8,017.82","7,674.60","0.08K","-0.37%"
"Apr 25, 2019","7,772.65","8,333.28","8,434.13","7,687.71","0.12K","-6.73%"
"Apr 24, 2019","8,333.28","8,387.43","8,574.63","8,172.22","0.13K","-0.65%"
"Apr 23, 2019","8,387.43","8,100.20","8,555.50","8,084.77","0.14K","3.55%"
"Apr 22, 2019","8,100.20","7,972.13","8,142.34","7,867.44","0.10K","1.61%"
"Apr 21, 2019","7,972.13","7,965.98","8,057.23","7,885.60","0.03K","0.08%"
"Apr 20, 2019","7,965.98","7,935.80","8,057.22","7,931.10","0.02K","0.38%"
"Apr 19, 2019","7,935.80","7,912.84","7,994.24","7,821.82","0.05K","0.29%"
"Apr 18, 2019","7,912.84","7,830.31","7,993.97","7,772.90","0.06K","1.05%"
"Apr 17, 2019","7,830.31","7,746.90","7,884.62","7,621.57","0.10K","1.08%"
"Apr 16, 2019","7,746.90","7,466.40","7,796.56","7,461.81","0.16K","3.76%"
"Apr 15, 2019","7,466.40","7,638.74","7,733.46","7,420.76","0.14K","-2.26%"
"Apr 14, 2019","7,638.74","7,530.22","7,663.22","7,447.41","0.04K","1.44%"
"Apr 13, 2019","7,530.22","7,573.41","7,682.98","7,454.80","0.05K","-0.57%"
"Apr 12, 2019","7,573.41","7,576.34","7,640.94","7,339.91","0.08K","-0.04%"
"Apr 11, 2019","7,576.34","7,894.54","7,972.17","7,415.12","0.15K","-4.03%"
"Apr 10, 2019","7,894.54","7,777.02","8,104.53","7,637.50","0.11K","1.51%"
"Apr 09, 2019","7,777.02","7,887.50","7,905.76","7,651.49","0.12K","-1.40%"
"Apr 08, 2019","7,887.50","7,684.90","7,942.90","7,632.40","0.14K","2.64%"
"Apr 07, 2019","7,684.90","7,544.79","7,754.48","7,460.02","0.06K","1.86%"
"Apr 06, 2019","7,544.79","7,487.94","7,708.01","7,340.44","0.10K","0.76%"
"Apr 05, 2019","7,487.94","7,245.32","7,525.61","7,185.00","0.17K","3.35%"
"Apr 04, 2019","7,245.32","7,263.71","7,477.75","7,078.13","0.20K","-0.25%"
"Apr 03, 2019","7,263.71","7,182.40","7,855.45","7,023.05","0.36K","1.13%"
"Apr 02, 2019","7,182.40","6,077.13","7,438.48","6,071.84","0.46K","18.19%"
"Apr 01, 2019","6,077.13","6,000.29","6,130.51","5,960.37","0.14K","1.28%"
"Mar 31, 2019","6,000.29","5,996.86","6,055.70","5,947.98","0.05K","0.06%"
"Mar 30, 2019","5,996.86","6,065.18","6,117.60","5,940.59","0.06K","-1.13%"
"Mar 29, 2019","6,065.18","5,915.68","6,065.18","5,850.01","0.09K","2.53%"
"Mar 28, 2019","5,915.55","5,911.65","5,959.48","5,833.30","0.09K","0.07%"
"Mar 27, 2019","5,911.65","5,666.98","5,972.93","5,665.56","0.16K","4.06%"
"Mar 26, 2019","5,681.01","5,651.32","5,723.05","5,613.29","0.11K","0.53%"
"Mar 25, 2019","5,651.32","5,790.06","5,844.65","5,609.73","0.11K","-2.40%"
"Mar 24, 2019","5,790.06","5,786.91","5,835.20","5,710.03","0.04K","0.05%"
"Mar 23, 2019","5,786.91","5,812.03","5,858.23","5,775.65","0.03K","-0.43%"
"Mar 22, 2019","5,812.03","5,802.87","5,847.77","5,727.87","0.07K","0.16%"
"Mar 21, 2019","5,802.87","5,861.74","5,883.21","5,733.37","0.12K","-1.00%"
"Mar 20, 2019","5,861.74","5,833.20","5,882.50","5,767.38","0.13K","0.37%"
"Mar 19, 2019","5,840.28","5,805.35","5,872.85","5,727.69","0.07K","0.60%"
"Mar 18, 2019","5,805.35","5,811.28","5,877.16","5,716.75","0.14K","-0.10%"
"Mar 17, 2019","5,811.28","5,813.30","5,856.39","5,715.49","0.07K","-0.03%"
"Mar 16, 2019","5,813.30","5,683.59","5,904.16","5,683.59","0.06K","2.28%"
"Mar 15, 2019","5,683.59","5,647.50","5,747.71","5,608.89","0.12K","0.50%"
"Mar 14, 2019","5,655.48","5,619.86","5,707.46","5,512.45","0.08K","0.63%"
"Mar 13, 2019","5,619.86","5,684.72","5,699.22","5,603.35","0.10K","-1.14%"
"Mar 12, 2019","5,684.72","5,647.50","5,687.53","5,529.87","0.16K","0.66%"
"Mar 11, 2019","5,647.50","5,751.91","5,805.77","5,608.87","0.12K","-1.82%"
"Mar 10, 2019","5,751.91","5,756.47","5,809.14","5,683.66","0.03K","-0.08%"
"Mar 09, 2019","5,756.47","5,639.10","5,792.97","5,639.10","0.03K","2.08%"
"Mar 08, 2019","5,639.10","5,708.85","5,834.54","5,577.56","0.10K","-1.22%"
"Mar 07, 2019","5,708.85","5,701.46","5,784.68","5,653.87","0.15K","0.13%"
"Mar 06, 2019","5,701.46","5,698.74","5,757.11","5,631.65","0.14K","0.05%"
"Mar 05, 2019","5,698.74","5,453.84","5,709.35","5,410.00","0.14K","4.49%"
"Mar 04, 2019","5,453.84","5,607.80","5,624.72","5,413.95","0.06K","-2.75%"
"Mar 03, 2019","5,607.80","5,627.52","5,664.52","5,494.43","0.06K","-0.35%"
"Mar 02, 2019","5,627.52","5,614.23","5,672.04","5,576.50","0.02K","0.24%"
"Mar 01, 2019","5,614.23","5,595.65","5,682.92","5,562.08","0.06K","0.33%"
"Feb 28, 2019","5,595.65","5,565.22","5,644.19","5,529.86","0.18K","0.55%"
"Feb 27, 2019","5,565.22","5,507.93","5,598.19","5,364.12","0.09K","1.04%"
"Feb 26, 2019","5,507.93","5,548.98","5,625.35","5,479.94","0.21K","-0.74%"
"Feb 25, 2019","5,548.98","5,464.23","5,632.56","5,451.42","0.17K","1.55%"
"Feb 24, 2019","5,464.23","5,989.78","6,152.63","5,444.24","0.15K","-8.77%"
"Feb 23, 2019","5,989.78","5,795.41","6,108.48","5,738.57","0.12K","3.35%"
"Feb 22, 2019","5,795.41","5,705.59","5,843.36","5,682.92","0.10K","1.57%"
