"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 29, 2021","73,908.21","75,683.13","75,683.13","73,908.21","0.16K","-2.35%"
"Apr 28, 2021","75,683.13","76,729.78","76,729.78","75,683.13","0.12K","-1.36%"
"Apr 27, 2021","76,729.78","74,982.57","76,729.78","74,982.57","0.31K","2.33%"
"Apr 26, 2021","74,982.57","68,584.08","74,982.57","68,584.08","0.31K","9.33%"
"Apr 25, 2021","68,584.08","69,995.21","69,995.21","68,584.08","0.12K","-2.02%"
"Apr 24, 2021","69,995.21","71,460.34","71,460.34","69,995.21","0.49K","-2.05%"
"Apr 23, 2021","71,460.34","72,470.98","72,470.98","71,460.34","0.50K","-1.39%"
"Apr 22, 2021","72,470.98","74,991.56","76,706.67","72,470.98","0.47K","-3.36%"
"Apr 21, 2021","74,991.56","79,252.71","79,252.71","74,991.56","0.18K","-5.38%"
"Apr 20, 2021","79,252.71","78,297.25","79,252.71","78,297.25","0.23K","1.22%"
"Apr 19, 2021","78,297.25","79,850.01","79,850.01","78,297.25","0.33K","-1.94%"
"Apr 18, 2021","79,850.01","84,854.70","84,854.70","78,189.20","0.49K","-5.90%"
"Apr 17, 2021","84,854.70","86,331.66","86,331.66","84,854.70","0.11K","-1.71%"
"Apr 16, 2021","86,331.66","88,593.41","88,593.41","86,331.66","0.20K","-2.55%"
"Apr 15, 2021","88,593.41","89,343.61","89,343.61","88,593.41","0.18K","-0.84%"
"Apr 14, 2021","89,343.61","90,361.28","90,361.28","89,343.61","0.22K","-1.13%"
"Apr 13, 2021","90,361.28","85,454.05","90,361.28","85,454.05","0.17K","5.74%"
"Apr 12, 2021","85,454.05","85,562.78","85,562.78","85,454.05","0.20K","-0.13%"
"Apr 11, 2021","85,562.78","85,235.94","85,562.78","85,235.94","0.12K","0.38%"
"Apr 10, 2021","85,235.94","82,993.23","85,235.94","82,993.23","0.14K","2.71%"
"Apr 09, 2021","82,984.19","82,467.78","82,984.19","82,467.78","0.15K","0.63%"
"Apr 08, 2021","82,467.78","80,090.34","82,467.78","80,090.34","0.12K","2.97%"
"Apr 07, 2021","80,090.34","82,448.50","82,448.50","80,090.34","0.31K","-2.86%"
"Apr 06, 2021","82,448.50","83,368.07","83,368.07","82,448.50","0.08K","-1.10%"
"Apr 05, 2021","83,368.07","82,968.58","83,368.07","81,332.09","0.10K","0.48%"
"Apr 04, 2021","82,968.58","81,519.78","82,968.58","81,519.78","0.07K","1.78%"
"Apr 03, 2021","81,519.78","83,946.07","83,946.07","81,519.78","0.07K","-2.89%"
"Apr 02, 2021","83,946.07","83,756.13","83,946.07","83,756.13","0.07K","0.23%"
"Apr 01, 2021","83,756.13","84,167.28","84,167.28","83,756.13","0.11K","-0.49%"
"Mar 31, 2021","84,167.28","83,892.34","84,167.28","83,797.08","0.15K","0.33%"
"Mar 30, 2021","83,892.34","82,251.82","83,892.34","82,251.82","0.10K","1.99%"
"Mar 29, 2021","82,251.82","80,015.43","82,251.82","80,015.43","0.10K","2.79%"
"Mar 28, 2021","80,015.43","79,956.51","80,015.43","79,956.51","0.07K","0.07%"
"Mar 27, 2021","79,956.51","78,996.16","79,956.51","78,996.16","0.07K","1.22%"
"Mar 26, 2021","78,996.16","74,064.46","78,996.16","74,064.46","0.13K","6.66%"
"Mar 25, 2021","74,064.46","75,339.85","76,129.44","73,721.38","0.22K","-1.69%"
"Mar 24, 2021","75,339.85","78,286.70","79,479.91","75,339.85","0.17K","-3.58%"
"Mar 23, 2021","78,137.66","76,272.57","78,137.66","76,272.57","0.19K","2.45%"
"Mar 22, 2021","76,272.57","80,655.37","80,655.37","76,272.57","0.14K","-5.43%"
"Mar 21, 2021","80,655.37","81,289.21","81,289.21","80,655.37","0.10K","-0.78%"
"Mar 20, 2021","81,289.21","81,386.02","81,386.02","81,289.21","0.05K","-0.12%"
"Mar 19, 2021","81,386.02","80,848.52","81,386.02","80,848.52","0.11K","0.66%"
"Mar 18, 2021","80,848.52","81,642.26","81,642.26","80,848.52","0.14K","-0.97%"
"Mar 17, 2021","81,642.26","79,575.75","81,642.26","77,176.31","0.23K","2.60%"
"Mar 16, 2021","79,575.75","77,724.51","79,575.75","76,652.34","0.25K","2.38%"
"Mar 15, 2021","77,724.51","82,174.42","82,174.42","77,724.51","0.34K","-5.42%"
"Mar 14, 2021","82,174.42","85,338.95","85,338.95","82,174.42","0.13K","-3.71%"
"Mar 13, 2021","85,338.95","80,291.31","85,338.95","80,291.31","0.19K","6.29%"
"Mar 12, 2021","80,291.31","80,181.68","80,291.31","80,181.68","0.15K","0.14%"
"Mar 11, 2021","80,181.68","78,005.14","80,181.68","78,005.14","0.19K","2.79%"
"Mar 10, 2021","78,005.14","76,840.98","78,396.84","76,840.98","0.25K","1.52%"
"Mar 09, 2021","76,840.98","73,510.10","76,840.98","73,510.10","0.21K","4.53%"
"Mar 08, 2021","73,510.10","71,005.55","73,510.10","71,005.55","0.20K","3.53%"
"Mar 07, 2021","71,005.55","68,421.82","71,005.55","68,421.82","0.09K","3.78%"
"Mar 06, 2021","68,421.82","68,590.13","68,590.13","68,421.82","0.05K","-0.25%"
"Mar 05, 2021","68,590.13","67,721.68","68,590.13","67,721.68","0.13K","1.28%"
"Mar 04, 2021","67,721.68","69,987.23","69,987.23","67,683.85","0.21K","-3.24%"
"Mar 03, 2021","69,987.23","66,674.35","69,987.23","66,674.35","0.19K","4.97%"
"Mar 02, 2021","66,674.35","68,666.66","68,666.66","66,674.35","0.22K","-2.90%"
"Mar 01, 2021","68,666.66","62,373.73","68,666.66","62,373.73","0.25K","10.09%"
"Feb 28, 2021","62,373.73","64,275.91","64,275.91","62,373.73","0.21K","-2.96%"
"Feb 27, 2021","64,275.91","64,496.06","64,496.06","64,275.91","0.14K","-0.34%"
"Feb 26, 2021","64,496.06","64,117.89","64,496.06","64,117.89","0.40K","0.59%"
"Feb 25, 2021","64,117.89","67,371.74","67,371.74","64,117.89","0.33K","-4.83%"
"Feb 24, 2021","67,371.74","67,197.23","69,400.63","67,197.23","0.34K","0.26%"
"Feb 23, 2021","67,197.23","74,319.49","74,319.49","66,320.10","0.55K","-9.52%"
"Feb 22, 2021","74,270.86","78,854.83","78,854.83","74,270.86","0.50K","-5.81%"
"Feb 21, 2021","78,854.83","77,286.91","79,128.82","77,286.91","0.26K","2.03%"
"Feb 20, 2021","77,286.91","76,731.20","77,286.91","76,731.20","0.18K","0.72%"
"Feb 19, 2021","76,731.20","71,436.63","76,731.20","71,436.63","0.26K","7.41%"
"Feb 18, 2021","71,436.63","72,063.66","72,063.66","71,436.63","0.30K","-0.87%"
"Feb 17, 2021","72,063.66","68,716.71","72,063.66","68,716.71","0.53K","4.87%"
"Feb 16, 2021","68,716.71","67,113.01","68,716.71","67,113.01","0.26K","3.03%"
"Feb 15, 2021","66,696.13","67,460.60","67,460.60","66,437.88","0.31K","-1.13%"
"Feb 14, 2021","67,460.60","65,625.03","68,849.89","65,625.03","0.30K","2.80%"
"Feb 13, 2021","65,625.03","65,989.67","65,989.67","65,625.03","0.14K","-0.55%"
"Feb 12, 2021","65,989.67","66,661.31","66,661.31","65,628.93","0.23K","-1.01%"
"Feb 11, 2021","66,661.31","62,934.30","66,661.31","62,934.30","0.27K","5.92%"
"Feb 10, 2021","62,934.30","64,308.70","64,308.70","62,934.30","0.30K","-2.14%"
"Feb 09, 2021","64,308.70","64,346.11","64,346.11","64,308.70","0.48K","-0.06%"
"Feb 08, 2021","64,346.11","53,923.61","64,346.11","53,923.61","0.50K","19.33%"
"Feb 07, 2021","53,923.61","54,830.74","54,830.74","53,707.68","0.26K","-1.65%"
"Feb 06, 2021","54,830.74","53,391.51","54,830.74","53,391.51","0.25K","2.70%"
"Feb 05, 2021","53,391.51","51,686.02","53,391.51","51,686.02","0.14K","3.30%"
"Feb 04, 2021","51,686.02","52,047.76","52,047.76","51,686.02","0.34K","-0.70%"
"Feb 03, 2021","52,047.76","49,250.29","52,047.76","49,250.29","0.22K","5.68%"
"Feb 02, 2021","49,250.29","46,826.00","49,250.29","46,826.00","0.27K","5.18%"
"Feb 01, 2021","46,826.00","46,399.85","46,826.00","46,399.85","0.31K","0.92%"
"Jan 31, 2021","46,399.85","47,774.49","47,774.49","46,399.85","0.15K","-2.88%"
"Jan 30, 2021","47,774.49","47,791.28","47,791.28","47,351.39","0.16K","-0.04%"
"Jan 29, 2021","47,791.28","46,634.33","52,447.88","46,634.33","0.53K","2.48%"
"Jan 28, 2021","46,634.33","42,752.50","46,634.33","42,752.50","0.22K","9.08%"
"Jan 27, 2021","42,752.50","45,004.29","45,004.29","42,752.50","0.30K","-5.00%"
"Jan 26, 2021","45,004.29","44,912.60","45,004.29","44,912.60","0.19K","0.20%"
"Jan 25, 2021","44,912.60","45,201.86","45,956.25","44,912.60","0.33K","-0.64%"
"Jan 24, 2021","45,201.86","44,930.43","45,201.86","44,930.43","0.12K","0.60%"
"Jan 23, 2021","44,930.43","46,400.83","46,400.83","44,930.43","0.11K","-3.17%"
"Jan 22, 2021","46,400.83","42,769.78","46,400.83","42,769.78","0.49K","8.57%"
"Jan 21, 2021","42,737.51","49,652.04","49,652.04","42,737.51","0.48K","-13.93%"
"Jan 20, 2021","49,652.04","50,546.42","50,546.42","49,652.04","0.38K","-1.77%"
"Jan 19, 2021","50,546.42","51,868.14","52,128.22","50,546.42","0.21K","-2.55%"
"Jan 18, 2021","51,868.14","50,304.98","51,868.14","50,304.98","0.17K","3.11%"
"Jan 17, 2021","50,304.98","50,798.45","50,798.45","50,304.98","0.20K","-1.02%"
"Jan 16, 2021","50,825.42","51,831.56","51,831.56","50,825.42","0.15K","-1.94%"
"Jan 15, 2021","51,831.56","54,343.77","54,343.77","51,831.56","0.28K","-4.62%"
"Jan 14, 2021","54,343.77","52,237.12","54,343.77","52,237.12","0.27K","4.03%"
"Jan 13, 2021","52,237.12","47,313.04","52,237.12","47,313.04","0.26K","10.41%"
"Jan 12, 2021","47,313.04","49,372.82","49,372.82","47,313.04","0.40K","-4.17%"
"Jan 11, 2021","49,372.82","53,678.67","53,678.67","49,372.82","1.03K","-8.02%"
"Jan 10, 2021","53,678.67","55,902.30","56,985.24","53,678.67","0.35K","-3.98%"
"Jan 09, 2021","55,902.30","56,404.33","56,404.33","55,902.30","0.21K","-0.89%"
"Jan 08, 2021","56,404.33","54,610.92","56,404.33","54,610.92","0.42K","3.28%"
"Jan 07, 2021","54,610.92","50,613.28","54,610.92","50,613.28","0.48K","7.90%"
"Jan 06, 2021","50,613.28","46,980.24","50,613.28","46,980.24","0.54K","7.73%"
"Jan 05, 2021","46,980.24","44,510.89","46,980.24","42,924.74","0.30K","5.30%"
"Jan 04, 2021","44,613.81","45,880.75","45,880.75","44,613.81","0.65K","-2.76%"
"Jan 03, 2021","45,880.75","45,548.50","45,880.75","45,548.50","0.38K","0.73%"
"Jan 02, 2021","45,548.50","41,600.00","46,508.23","41,600.00","0.33K","9.49%"
"Jan 01, 2021","41,600.00","40,480.79","41,600.00","40,480.79","0.15K","2.76%"
"Dec 31, 2020","40,480.79","40,136.22","40,480.79","40,136.22","0.19K","0.86%"
"Dec 30, 2020","40,136.22","38,160.42","40,136.22","38,160.42","0.35K","5.18%"
"Dec 29, 2020","38,160.42","37,624.81","38,160.42","37,624.81","0.52K","1.42%"
"Dec 28, 2020","37,624.81","36,909.99","38,372.71","36,909.99","0.20K","1.94%"
"Dec 27, 2020","36,909.99","37,012.61","39,652.14","36,909.99","0.32K","-0.28%"
"Dec 26, 2020","37,012.61","34,840.41","37,012.61","34,840.41","0.30K","6.23%"
"Dec 25, 2020","34,840.41","33,656.19","34,840.41","33,656.19","0.19K","3.52%"
"Dec 24, 2020","33,656.19","32,870.07","33,656.19","32,743.45","0.20K","2.39%"
"Dec 23, 2020","32,870.07","33,729.19","33,729.19","32,870.07","0.28K","-2.55%"
"Dec 22, 2020","33,729.19","32,200.13","33,729.19","32,200.13","0.29K","4.75%"
"Dec 21, 2020","32,200.13","33,182.40","33,182.40","32,200.13","0.29K","-2.96%"
"Dec 20, 2020","33,182.40","33,638.95","33,638.95","33,182.40","0.14K","-1.36%"
"Dec 19, 2020","33,638.95","32,534.89","33,638.95","32,534.89","0.14K","3.39%"
"Dec 18, 2020","32,534.89","31,851.06","32,534.89","31,851.06","0.15K","2.15%"
"Dec 17, 2020","31,851.06","30,184.17","31,851.06","30,184.17","0.40K","5.52%"
"Dec 16, 2020","30,184.17","27,507.71","30,184.17","27,507.71","0.27K","9.73%"
"Dec 15, 2020","27,507.71","27,244.90","27,515.04","27,116.67","0.09K","0.96%"
"Dec 14, 2020","27,244.90","26,997.29","27,244.90","26,997.29","0.10K","0.92%"
"Dec 13, 2020","26,997.29","26,727.47","26,997.29","26,727.47","0.21K","1.01%"
"Dec 12, 2020","26,727.47","25,571.78","26,727.47","25,571.78","0.07K","4.52%"
"Dec 11, 2020","25,571.78","25,839.41","25,839.41","25,571.78","0.17K","-1.04%"
"Dec 10, 2020","25,839.41","26,563.49","26,563.49","25,839.41","0.17K","-2.73%"
"Dec 09, 2020","26,563.49","26,095.73","26,563.49","26,095.73","0.32K","1.79%"
"Dec 08, 2020","26,095.73","27,200.87","27,200.87","26,095.73","0.23K","-4.06%"
"Dec 07, 2020","27,200.87","27,462.02","27,462.02","27,200.87","0.21K","-0.95%"
"Dec 06, 2020","27,462.02","27,202.30","27,462.02","27,202.30","0.10K","0.95%"
"Dec 05, 2020","27,202.30","26,627.87","27,202.30","26,627.87","0.07K","2.16%"
"Dec 04, 2020","26,627.87","27,572.81","27,572.81","26,627.87","0.16K","-3.43%"
"Dec 03, 2020","27,572.81","27,283.23","27,572.81","27,283.23","0.15K","1.06%"
"Dec 02, 2020","27,283.23","26,658.06","27,283.23","26,658.06","0.25K","2.35%"
"Dec 01, 2020","26,658.06","28,066.94","28,066.94","26,658.06","0.45K","-5.02%"
"Nov 30, 2020","28,066.94","25,898.06","28,066.94","25,898.06","0.29K","8.37%"
"Nov 29, 2020","25,898.06","25,387.97","25,917.07","25,387.97","0.14K","2.01%"
"Nov 28, 2020","25,387.97","24,489.65","25,387.97","24,489.65","0.14K","3.67%"
"Nov 27, 2020","24,489.65","24,572.83","24,572.83","24,489.65","0.20K","-0.34%"
"Nov 26, 2020","24,572.83","26,770.68","26,770.68","24,572.83","0.60K","-8.21%"
"Nov 25, 2020","26,770.68","27,514.55","27,514.55","26,770.68","0.23K","-2.70%"
"Nov 24, 2020","27,514.55","26,620.04","27,554.31","26,620.04","0.32K","3.36%"
"Nov 23, 2020","26,620.04","26,578.30","26,825.34","26,530.57","0.21K","0.16%"
"Nov 22, 2020","26,578.30","27,003.25","27,003.25","26,344.98","0.17K","-1.57%"
"Nov 21, 2020","27,003.25","27,074.49","27,092.55","26,980.30","0.11K","-0.26%"
"Nov 20, 2020","27,074.49","25,947.26","27,074.49","25,947.26","0.20K","4.34%"
"Nov 19, 2020","25,947.26","25,919.24","25,947.26","25,571.02","0.26K","0.11%"
"Nov 18, 2020","25,919.24","25,743.99","25,919.24","25,743.99","0.36K","0.68%"
"Nov 17, 2020","25,743.99","24,292.49","25,743.99","24,292.49","0.22K","5.98%"
"Nov 16, 2020","24,292.49","23,345.95","24,292.49","23,345.95","0.16K","4.05%"
"Nov 15, 2020","23,345.95","23,615.40","23,618.28","23,345.95","0.06K","-1.14%"
"Nov 14, 2020","23,615.40","23,891.69","23,891.69","23,615.40","0.08K","-1.16%"
"Nov 13, 2020","23,891.69","23,901.18","23,901.18","23,891.69","0.28K","-0.04%"
"Nov 12, 2020","23,901.18","22,867.25","23,901.18","22,867.25","0.25K","4.52%"
"Nov 11, 2020","22,867.25","22,480.65","22,867.25","22,460.11","0.15K","1.72%"
"Nov 10, 2020","22,480.65","22,532.32","22,539.53","22,480.65","0.15K","-0.23%"
"Nov 09, 2020","22,532.32","22,840.16","22,840.16","22,295.03","0.28K","-1.35%"
"Nov 08, 2020","22,840.16","21,997.14","22,840.16","21,997.14","0.10K","3.83%"
"Nov 07, 2020","21,997.14","23,064.29","23,064.29","21,997.14","0.16K","-4.63%"
"Nov 06, 2020","23,064.29","23,165.52","23,165.52","23,064.29","0.26K","-0.44%"
"Nov 05, 2020","23,165.52","21,229.56","23,165.52","21,229.56","0.36K","9.12%"
"Nov 04, 2020","21,229.56","20,883.92","21,229.56","20,590.12","0.18K","1.66%"
"Nov 03, 2020","20,883.92","20,488.50","20,883.92","20,488.50","0.17K","1.93%"
"Nov 02, 2020","20,488.50","20,902.07","20,902.07","20,328.12","0.20K","-1.98%"
"Nov 01, 2020","20,902.07","20,958.33","20,958.33","20,722.00","0.05K","-0.27%"
"Oct 31, 2020","20,958.33","20,558.74","20,958.33","20,558.74","0.14K","1.94%"
"Oct 30, 2020","20,558.74","20,298.39","20,558.74","20,298.39","0.23K","1.28%"
"Oct 29, 2020","20,298.39","20,085.30","20,298.39","20,085.30","0.24K","1.06%"
"Oct 28, 2020","20,085.30","20,432.87","20,432.87","20,085.30","0.18K","-1.70%"
"Oct 27, 2020","20,432.87","19,625.87","20,432.87","19,625.87","0.13K","4.11%"
"Oct 26, 2020","19,625.87","19,566.75","19,625.87","19,566.75","0.16K","0.30%"
"Oct 25, 2020","19,566.75","19,686.65","19,686.65","19,485.26","0.07K","-0.61%"
"Oct 24, 2020","19,686.65","19,376.31","19,686.65","19,376.31","0.06K","1.60%"
"Oct 23, 2020","19,376.31","19,424.14","19,424.14","19,376.31","0.15K","-0.25%"
"Oct 22, 2020","19,424.14","19,311.98","19,424.14","19,311.98","0.29K","0.58%"
"Oct 21, 2020","19,311.98","18,183.34","19,311.98","18,183.34","0.29K","6.21%"
"Oct 20, 2020","18,183.34","17,867.92","18,183.34","17,867.92","0.18K","1.77%"
"Oct 19, 2020","17,867.92","17,456.91","17,867.92","17,323.99","0.15K","2.35%"
"Oct 18, 2020","17,456.91","17,312.50","17,456.91","17,312.50","0.07K","0.83%"
"Oct 17, 2020","17,312.50","17,210.79","17,312.50","17,210.79","0.03K","0.59%"
"Oct 16, 2020","17,210.79","17,453.76","17,453.76","17,210.79","0.11K","-1.39%"
"Oct 15, 2020","17,453.76","17,205.39","17,453.76","17,205.39","0.13K","1.44%"
"Oct 14, 2020","17,205.39","17,190.26","17,205.39","17,190.26","0.13K","0.09%"
"Oct 13, 2020","17,190.26","17,390.61","17,390.61","17,190.26","0.14K","-1.15%"
"Oct 12, 2020","17,390.61","17,144.18","17,390.61","17,144.18","0.12K","1.44%"
"Oct 11, 2020","17,144.18","17,036.72","17,144.18","17,036.72","0.05K","0.63%"
"Oct 10, 2020","17,036.72","16,676.57","17,036.72","16,676.57","0.09K","2.16%"
"Oct 09, 2020","16,676.57","16,749.99","16,749.99","16,508.03","0.09K","-0.44%"
"Oct 08, 2020","16,749.99","16,313.69","16,749.99","16,313.69","0.08K","2.67%"
"Oct 07, 2020","16,313.69","16,165.83","16,313.69","16,165.83","0.06K","0.91%"
"Oct 06, 2020","16,165.83","16,279.20","16,279.20","16,165.83","0.10K","-0.70%"
"Oct 05, 2020","16,279.20","16,126.83","16,279.20","16,126.83","0.06K","0.94%"
"Oct 04, 2020","16,126.83","15,980.13","16,126.83","15,980.13","0.04K","0.92%"
"Oct 03, 2020","15,980.13","15,991.98","15,991.98","15,980.13","0.05K","-0.07%"
"Oct 02, 2020","15,991.98","16,041.91","16,041.91","15,991.98","0.16K","-0.31%"
"Oct 01, 2020","16,041.91","16,299.10","16,591.33","16,041.91","0.09K","-1.58%"
"Sep 30, 2020","16,299.10","16,501.38","16,501.38","16,299.10","0.15K","-1.23%"
"Sep 29, 2020","16,501.38","16,321.86","16,501.38","16,321.86","0.11K","1.10%"
"Sep 28, 2020","16,321.86","16,483.36","16,483.36","16,321.86","0.16K","-0.98%"
"Sep 27, 2020","16,483.36","16,445.13","16,483.36","16,445.13","0.03K","0.23%"
"Sep 26, 2020","16,445.13","16,344.43","16,445.13","16,344.43","0.03K","0.62%"
"Sep 25, 2020","16,344.43","16,392.61","16,392.61","16,344.43","0.13K","-0.29%"
"Sep 24, 2020","16,392.61","15,714.70","16,392.61","15,714.70","0.16K","4.31%"
"Sep 23, 2020","15,714.70","15,940.99","15,940.99","15,714.70","0.12K","-1.42%"
"Sep 22, 2020","15,940.99","15,695.48","15,940.99","15,695.48","0.16K","1.56%"
"Sep 21, 2020","15,695.48","16,224.75","16,224.75","15,695.48","0.14K","-3.26%"
"Sep 20, 2020","16,224.75","16,314.50","16,314.50","16,224.75","0.06K","-0.55%"
"Sep 19, 2020","16,314.50","16,232.07","16,314.50","16,232.07","0.11K","0.51%"
"Sep 18, 2020","16,232.07","16,404.10","16,404.10","16,232.07","0.14K","-1.05%"
"Sep 17, 2020","16,404.10","16,336.76","16,404.10","16,336.76","0.14K","0.41%"
"Sep 16, 2020","16,336.76","16,140.65","16,336.76","16,140.65","0.13K","1.22%"
"Sep 15, 2020","16,140.65","15,981.79","16,222.39","15,981.79","0.12K","0.99%"
"Sep 14, 2020","15,981.79","15,600.19","15,981.79","15,600.19","0.15K","2.45%"
"Sep 13, 2020","15,600.19","15,769.65","15,921.14","15,516.19","0.06K","-1.07%"
"Sep 12, 2020","15,769.65","15,687.53","15,769.65","15,687.53","0.08K","0.52%"
"Sep 11, 2020","15,687.53","15,640.07","15,687.53","15,640.07","0.12K","0.30%"
"Sep 10, 2020","15,640.07","15,405.39","15,640.07","15,405.39","0.13K","1.52%"
"Sep 09, 2020","15,405.39","15,395.50","15,405.39","15,395.50","0.15K","0.06%"
"Sep 08, 2020","15,395.50","15,617.56","15,617.56","15,175.42","0.19K","-1.42%"
"Sep 07, 2020","15,617.56","15,471.93","15,617.56","14,933.87","0.23K","0.94%"
"Sep 06, 2020","15,471.93","15,362.61","15,471.93","15,362.61","0.15K","0.71%"
"Sep 05, 2020","15,362.61","15,789.29","15,789.29","15,362.61","0.14K","-2.70%"
"Sep 04, 2020","15,789.29","15,563.40","15,789.29","15,563.40","0.37K","1.45%"
"Sep 03, 2020","15,563.40","16,962.91","16,962.91","15,563.40","0.29K","-8.25%"
"Sep 02, 2020","16,962.91","17,722.87","17,722.87","16,846.43","0.18K","-4.29%"
"Sep 01, 2020","17,722.87","17,404.09","17,722.87","17,404.09","0.16K","1.83%"
"Aug 31, 2020","17,404.09","17,498.90","17,498.90","17,404.09","0.16K","-0.54%"
"Aug 30, 2020","17,498.90","17,191.57","17,498.90","17,191.57","0.08K","1.79%"
"Aug 29, 2020","17,191.57","17,204.61","17,204.61","17,191.57","0.03K","-0.08%"
"Aug 28, 2020","17,204.61","17,067.07","17,204.61","17,067.07","0.08K","0.81%"
"Aug 27, 2020","17,067.07","17,356.13","17,356.13","17,067.07","0.11K","-1.67%"
"Aug 26, 2020","17,356.13","17,379.11","17,379.11","17,356.13","0.11K","-0.13%"
"Aug 25, 2020","17,379.11","18,076.73","18,076.73","17,379.11","0.14K","-3.86%"
"Aug 24, 2020","18,076.73","17,906.26","18,076.73","17,906.26","0.11K","0.95%"
"Aug 23, 2020","17,906.26","17,982.68","17,982.68","17,906.26","0.05K","-0.42%"
"Aug 22, 2020","17,982.68","17,696.10","17,982.68","17,696.10","0.07K","1.62%"
"Aug 21, 2020","17,696.10","18,218.86","18,218.86","17,696.10","0.11K","-2.87%"
"Aug 20, 2020","18,218.86","18,005.61","18,319.91","18,005.61","0.14K","1.18%"
"Aug 19, 2020","18,005.61","18,197.14","18,197.14","17,977.76","0.22K","-1.05%"
"Aug 18, 2020","18,197.14","18,781.88","18,781.88","18,197.14","0.18K","-3.11%"
"Aug 17, 2020","18,781.88","18,221.01","18,781.88","18,221.01","0.23K","3.08%"
"Aug 16, 2020","18,221.01","18,254.06","18,254.06","18,145.13","0.04K","-0.18%"
"Aug 15, 2020","18,254.06","18,060.96","18,254.06","18,060.96","0.10K","1.07%"
"Aug 14, 2020","18,060.96","18,052.24","18,060.96","18,052.24","0.11K","0.05%"
"Aug 13, 2020","18,052.24","17,749.54","18,052.24","17,456.34","0.18K","1.71%"
"Aug 12, 2020","17,749.54","17,434.21","17,749.54","17,434.21","0.17K","1.81%"
"Aug 11, 2020","17,434.21","18,126.82","18,126.82","17,434.21","0.20K","-3.82%"
"Aug 10, 2020","18,126.82","17,789.59","18,126.82","17,789.59","0.16K","1.90%"
"Aug 09, 2020","17,789.59","17,927.31","17,927.31","17,789.59","0.06K","-0.77%"
"Aug 08, 2020","17,927.31","17,680.49","17,927.31","17,680.49","0.07K","1.40%"
"Aug 07, 2020","17,680.49","17,652.40","17,680.49","17,652.40","0.09K","0.16%"
"Aug 06, 2020","17,652.40","17,706.10","17,706.10","17,652.40","0.19K","-0.30%"
"Aug 05, 2020","17,706.10","16,978.69","17,706.10","16,978.69","0.21K","4.28%"
"Aug 04, 2020","16,978.69","17,080.35","17,090.95","16,978.69","0.10K","-0.60%"
"Aug 03, 2020","17,080.35","16,713.18","17,080.35","16,713.18","0.15K","2.20%"
"Aug 02, 2020","16,713.18","17,893.47","17,893.47","16,713.18","0.22K","-6.60%"
"Aug 01, 2020","17,893.47","17,131.22","17,893.47","17,131.22","0.14K","4.45%"
"Jul 31, 2020","17,131.22","16,595.52","17,131.22","16,595.52","0.20K","3.23%"
"Jul 30, 2020","16,595.52","16,747.94","16,747.94","16,502.47","0.16K","-0.91%"
"Jul 29, 2020","16,747.94","16,463.13","16,747.94","16,463.13","0.25K","1.73%"
"Jul 28, 2020","16,463.13","16,553.12","16,553.12","16,463.13","0.40K","-0.54%"
"Jul 27, 2020","16,553.12","15,016.28","16,553.12","15,016.28","0.49K","10.23%"
"Jul 26, 2020","15,016.28","14,681.50","15,016.28","14,681.50","0.15K","2.28%"
"Jul 25, 2020","14,681.50","14,421.70","14,681.50","14,421.70","0.07K","1.80%"
"Jul 24, 2020","14,421.70","14,545.56","14,545.56","14,421.70","0.14K","-0.85%"
"Jul 23, 2020","14,545.56","14,383.25","14,545.56","14,383.25","0.17K","1.13%"
"Jul 22, 2020","14,383.25","14,165.72","14,383.25","14,105.14","0.11K","1.54%"
"Jul 21, 2020","14,165.72","13,975.43","14,165.72","13,975.43","0.14K","1.36%"
"Jul 20, 2020","13,975.43","14,106.19","14,106.19","13,975.43","0.09K","-0.93%"
"Jul 19, 2020","14,106.19","14,083.17","14,106.19","14,083.17","0.03K","0.16%"
"Jul 18, 2020","14,083.17","14,042.16","14,083.17","14,042.16","0.02K","0.29%"
"Jul 17, 2020","14,042.16","14,057.10","14,057.10","14,042.16","0.15K","-0.11%"
"Jul 16, 2020","14,057.10","14,060.06","14,060.06","14,057.10","0.09K","-0.02%"
"Jul 15, 2020","14,060.06","14,202.97","14,202.97","14,060.06","0.09K","-1.01%"
"Jul 14, 2020","14,202.97","14,188.55","14,202.97","14,111.83","0.12K","0.10%"
"Jul 13, 2020","14,188.55","14,188.81","14,237.18","14,188.55","0.11K","-0.00%"
"Jul 12, 2020","14,188.81","14,091.66","14,188.81","14,091.66","0.05K","0.69%"
"Jul 11, 2020","14,091.66","14,178.29","14,178.29","14,091.66","0.03K","-0.61%"
"Jul 10, 2020","14,178.29","14,056.43","14,178.29","14,056.43","0.10K","0.87%"
"Jul 09, 2020","14,056.43","14,382.44","14,382.44","14,056.43","0.09K","-2.27%"
"Jul 08, 2020","14,382.44","14,174.21","14,382.44","14,174.21","0.11K","1.47%"
"Jul 07, 2020","14,174.21","14,326.38","14,326.38","14,174.21","0.09K","-1.06%"
"Jul 06, 2020","14,326.38","13,964.32","14,326.38","13,952.83","0.13K","2.59%"
"Jul 05, 2020","13,964.32","14,030.51","14,058.07","13,870.41","0.06K","-0.47%"
"Jul 04, 2020","14,030.51","13,930.44","14,099.00","13,861.41","0.05K","0.72%"
